symbol,company,result_status,handoff_statuses,required_objects,next_workflows,packet_json,expected_result_path,template_md,validate_results_report_json
REXR,Rexford Industrial Realty,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-REXR.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-REXR.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-REXR.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
RKLB,Rocket Lab Corporation - Common Stock,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-RKLB.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-RKLB.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-RKLB.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
RRC,Range Resources Corporation Common Stock,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-RRC.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-RRC.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-RRC.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
SBET,Sharplink,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-SBET.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-SBET.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-SBET.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
SMMT,Summit Therapeutics Inc. - Common Stock,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-SMMT.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-SMMT.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-SMMT.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
SNY,Sanofi - American Depositary Shares,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-SNY.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-SNY.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-SNY.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
SONY,Sony Group Corporation American Depositary Shares,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-SONY.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-SONY.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-SONY.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
SRE,DBA Sempra Common Stock,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-SRE.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-SRE.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-SRE.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
SSRM,SSR Mining Inc. - Common Stock,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-SSRM.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-SSRM.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-SSRM.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
SYK,Stryker Corporation Common Stock,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-SYK.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-SYK.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-SYK.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
TAP,Molson Coors Beverage Company Class B Common Stock,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-TAP.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-TAP.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-TAP.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-TEVA.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-TEVA.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-TEVA.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
TNGX,Tango Therapeutics,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-TNGX.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-TNGX.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-TNGX.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
UNP,Union Pacific Corporation Common Stock,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-UNP.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-UNP.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-UNP.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
WMB,Williams Companies,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-WMB.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-WMB.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-WMB.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
